150
0	-1.962069e-03	8.650053e-03	-1.962325e-02	-3.955890e-01	-5.954847e-01	-3.911491e-01	-5.795771e-01	2.947406e-05	-2.670662e-06	1.148456e-05	-8.131057e-03	1.632314e-02	-2.715249e-03
0	6.219127e-03	4.790173e-03	-2.400000e-02	9.251508e-01	1.178524e-03	4.838959e-04	3.795977e-01	7.846442e-05	-8.621421e-05	2.245432e-05	-2.015778e-01	-1.687060e-01	3.401167e-02
0	8.753905e-03	-4.997543e-03	-2.116398e-02	7.907699e-01	5.253888e-01	-1.702898e-01	2.639148e-01	-3.225660e-06	1.223766e-05	-1.534975e-06	3.082594e-02	-3.668312e-03	1.728742e-03
0	-2.437088e-03	-2.956772e-03	-2.213292e-02	3.267858e-01	2.482519e-01	3.750165e-01	8.312308e-01	-1.817770e-05	-1.647811e-06	9.445901e-06	4.106785e-02	-4.000098e-02	-7.744571e-03
0	8.595513e-03	-2.563257e-03	-1.920957e-02	1.820426e-01	-3.823646e-01	-7.292367e-01	-5.374679e-01	-3.874161e-05	7.415005e-06	-1.469687e-05	3.903096e-03	2.868521e-03	2.079716e-02
0	4.511556e-03	-9.135486e-03	-1.945761e-02	3.100082e-01	9.275830e-02	-2.973368e-01	8.982659e-01	-7.276513e-06	1.506832e-05	-2.374946e-05	-7.279607e-03	-2.116194e-02	-1.369845e-03
0	-9.466897e-03	5.644964e-04	-2.092014e-02	-2.361855e-01	3.040052e-02	-9.009211e-01	-3.628132e-01	-7.737014e-06	-3.599626e-06	2.920286e-05	2.091365e-02	-2.806814e-03	-1.676552e-03
0	1.171273e-03	7.160297e-03	-2.383127e-02	8.039257e-01	5.808822e-01	1.325179e-02	-1.269004e-01	1.993806e-06	-8.963597e-06	1.002235e-05	-3.197137e-02	1.398351e-02	2.435655e-02
0	-1.925829e-04	-7.426909e-03	-1.779462e-02	2.493687e-01	8.282605e-01	3.459805e-01	3.634520e-01	4.262976e-06	-3.445498e-05	-1.614733e-05	3.906467e-03	-6.613225e-03	-1.626457e-02
0	6.869943e-03	1.783714e-03	-2.210995e-02	9.057181e-01	3.772513e-01	5.840249e-02	-1.842425e-01	-1.022840e-05	3.744097e-06	-3.841607e-06	-3.582543e-02	2.141386e-02	-6.913475e-03
0	-1.059653e-03	-1.027600e-02	-2.142533e-02	2.641884e-01	8.684878e-01	-2.889247e-01	3.040656e-01	-1.046801e-06	9.437151e-06	1.657021e-05	-1.020444e-02	3.638239e-02	-1.130764e-02
0	2.107549e-03	-9.083066e-03	-2.045842e-02	8.468176e-01	3.609627e-02	1.448281e-01	5.105113e-01	6.350539e-06	-1.125144e-05	-3.442642e-05	2.252738e-02	-7.214173e-03	3.860396e-03
0	2.149423e-03	-6.264558e-03	-2.400000e-02	3.726096e-01	-6.174981e-02	1.513831e-01	-9.134726e-01	8.221279e-05	-5.507344e-05	-1.597240e-06	-1.138948e-01	-8.304854e-02	2.075814e-02
